doc_name	sentence	pictos_ref_ids	sense_keys
doc2	on peut jouer à tout cela si tu veux répond abel	[[], [11750], [2439], [7041], [5596], [6906], [], [2608], [2418], [9031], [2485]]	[[], [], ['recreate%2:41:00::', 'play%2:41:03::', 'play%2:41:00::'], [], ['completely%4:02:04::', 'entirely%4:02:00::', 'totally%4:02:00::', 'whole%4:02:00::', 'all%4:02:00::', 'right%4:02:07::', 'wholly%4:02:00::', 'altogether%4:02:04::', 'all%5:00:00:complete:00'], [], [], [], ['like%2:37:05::'], ['reply%2:32:00::', 'answer%2:31:00::', 'respond%2:32:00::', 'answer%2:32:00::'], ['boy%1:18:00::', 'male_child%1:18:00::']]
doc2	abel et bellina choisissent une cabine chacun	[[2485], [11399], [2484], [6483], [8474], [], []]	[['boy%1:18:00::', 'male_child%1:18:00::'], [], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], ['choose%2:31:02::', 'pick_out%2:31:00::', 'choose%2:31:00::', 'select%2:31:00::', 'prefer%2:31:00::', 'opt%2:31:00::', 'take%2:31:01::'], [], [], []]
doc2	ils ont bien pris soin de fermer la porte	[[7032], [7271], [], [15469], [], [7074], [2697], [7029], [3244]]	[[], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], [], ['snap%2:35:00::', 'snatch%2:35:00::', 'snatch_up%2:35:00::', 'take%2:40:01::', 'snap_up%2:40:00::', 'snaffle%2:40:00::', 'grab%2:40:00::'], [], [], ['close%2:35:00::', 'shut%2:35:00::'], [], ['door%1:06:00::']]
doc2	on a de la chance dit abel par dessous la paroi il n'y a pas beaucoup de monde aujourd'hui	[[7183], [7271], [7074], [7029], [11164], [5973], [2485], [7074], [5355], [7029], [2860], [], [], [], [7271], [6526], [5521], [7074], [7116], [7131], [7131]]	[[], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], [], [], ['fortune%1:19:00::', 'luck%1:19:00::', 'lucky%3:00:00::', 'hazard%1:19:00::', 'chance%1:19:00::', 'fortune%1:19:01::', 'luck%1:19:01::'], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], ['boy%1:18:00::', 'male_child%1:18:00::'], [], ['at_a_lower_place%4:02:00::', 'below%4:02:01::', 'to_a_lower_place%4:02:01::', 'beneath%4:02:00::'], [], ['wall%1:06:00::'], [], [], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], ['very_much%4:02:01::', 'lots%4:02:00::', 'a_good_deal%4:02:00::', 'much%4:02:00::', 'a_lot%4:02:00::', 'a_great_deal%4:02:00::', 'much%4:02:04::'], [], ['people%1:14:00::', 'group%1:03:00::', 'staff%1:14:01::', 'grouping%1:03:00::'], ['today%4:02:00::'], ['today%4:02:00::']]
doc2	c'est vrai ajoute bellina on aura la piscine presque pour nous tout seuls	[[6906], [5465], [8715], [5973], [2484], [7183], [7271], [7029], [3142], [], [7194], [7183], [5596], [7253]]	[[], ['be%2:42:05::'], ['true%3:00:04::', 'truth%1:10:00::', 'truthful%3:00:00::', 'true_statement%1:10:00::', 'true%3:00:00::', 'truth%1:09:00::'], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], [], ['swimming_pool%1:06:00::', 'swimming_bath%1:06:00::', 'natatorium%1:06:00::'], [], [], [], ['completely%4:02:04::', 'entirely%4:02:00::', 'totally%4:02:00::', 'whole%4:02:00::', 'all%4:02:00::', 'right%4:02:07::', 'wholly%4:02:00::', 'altogether%4:02:04::', 'all%5:00:00:complete:00'], ['solitary%5:00:00:unaccompanied:00', 'lone%5:00:00:unaccompanied:00', 'lonely%5:00:00:unaccompanied:00', 'alone%5:00:00:unaccompanied:00']]
doc2	chouette 	[[11599]]	[['grand%5:00:00:extraordinary:00', 'bully%5:00:00:good:01', 'o.k.%5:00:00:satisfactory:00', 'terrific%5:00:00:extraordinary:00', 'fine%5:00:00:satisfactory:00', 'cracking%5:00:00:good:01', 'wonderful%5:00:00:extraordinary:00', 'great%5:00:00:good:01', 'slap-up%5:00:00:good:01', 'dandy%5:00:00:good:01', 'keen%5:00:00:good:01', 'rattling%5:00:00:extraordinary:00', 'ok%5:00:00:satisfactory:00', 'hunky-dory%5:00:00:satisfactory:00', 'successful%3:00:00::', 'tremendous%5:00:00:extraordinary:00', 'cool%5:00:00:satisfactory:00', 'marvelous%5:00:00:extraordinary:00', 'smashing%5:00:00:good:01', 'groovy%5:00:00:good:01', 'wondrous%5:00:00:extraordinary:00', 'corking%5:00:00:good:01', 'okay%5:00:00:satisfactory:00', 'howling%5:00:00:extraordinary:00', 'all_right%5:00:00:satisfactory:00', 'nifty%5:00:00:good:01', 'bang-up%5:00:00:good:01', 'fantastic%5:00:00:extraordinary:00', 'neat%5:00:00:good:01', 'not_bad%5:00:00:good:01', 'marvellous%5:00:00:extraordinary:00', 'swell%5:00:00:good:01', 'old%5:00:00:good:01', 'peachy%5:00:00:good:01']]
doc2	maintenant qu'ils ont enfilé leur maillot et pris leur bonnet de bain abel et bellina enferment leurs vêtements dans une armoire pour qu'ils restent bien au sec	[[13026], [10276], [7032], [7271], [5514], [7031], [2270], [11399], [15469], [7031], [2412], [7074], [], [2485], [11399], [2484], [6989], [7031], [7233], [7034], [8474], [2258], [7194], [10276], [7233], [5465], [5397], [11709], [4741]]	[['now%4:02:00::', 'now%4:02:04::', 'nowadays%4:02:00::', 'today%4:02:01::', 'at_present%4:02:00::'], [], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['insert%2:30:00::', 'enclose%2:30:00::', 'enter%2:35:03::', 'stick_in%2:30:00::', 'infix%2:35:01::', 'inclose%2:30:00::', 'introduce%2:35:00::', 'insert%2:35:00::', 'put_in%2:30:00::', 'introduce%2:30:03::'], [], ['bathing_costume%1:06:00::', 'swimwear%1:06:00::', 'swimming_costume%1:06:00::', 'swimsuit%1:06:00::', 'bathing_suit%1:06:00::'], [], ['snap%2:35:00::', 'snatch%2:35:00::', 'snatch_up%2:35:00::', 'take%2:40:01::', 'snap_up%2:40:00::', 'snaffle%2:40:00::', 'grab%2:40:00::'], [], ['stocking_cap%1:06:00::', 'cap%1:06:03::', 'ski_cap%1:06:00::', 'toboggan_cap%1:06:00::'], [], [], ['boy%1:18:00::', 'male_child%1:18:00::'], [], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], ['set%2:35:00::', 'lay%2:35:01::', 'put%2:35:05::', 'put%2:35:00::', 'position%2:35:00::', 'pose%2:35:02::', 'place%2:35:00::'], [], ['apparel%1:06:00::', 'wearing_apparel%1:06:00::', 'clothes%1:06:00::', 'dress%1:06:02::'], [], [], ['wardrobe%1:06:00::', 'press%1:06:02::', 'closet%1:06:02::'], [], [], ['apparel%1:06:00::', 'wearing_apparel%1:06:00::', 'clothes%1:06:00::', 'dress%1:06:02::'], ['be%2:42:05::'], ['ok%1:10:00::', 'o.k.%1:10:00::', 'okay%1:10:00::', 'well%4:02:00::', 'correct%3:00:04::', 'okeh%1:10:00::', 'hunky-dory%5:00:00:satisfactory:00', 'o.k.%5:00:00:satisfactory:00', 'cool%5:00:00:satisfactory:00', 'fine%5:00:00:satisfactory:00', 'ok%5:00:00:satisfactory:00', 'right%3:00:04::', 'okay%5:00:00:satisfactory:00', 'okey%1:10:00::', 'good%4:02:00::', 'all_right%5:00:00:satisfactory:00'], [], ['dry%3:00:01::', 'dry_out%2:30:00::', 'dry%2:30:00::']]
doc2	abel accroche la clé à son poignet comme un grand	[[2485], [4606], [7029], [8153], [7041], [12272], [2904], [12313], [2627], [4557]]	[['boy%1:18:00::', 'male_child%1:18:00::'], ['grip%2:35:03::', 'hold%2:35:00::', 'grip%2:35:00::', 'take_hold%2:35:00::', 'grapple%2:35:01::'], [], ['key%1:06:00::'], [], [], ['carpus%1:08:00::', 'wrist%1:08:00::', 'wrist_joint%1:08:00::', 'radiocarpal_joint%1:08:00::', 'articulatio_radiocarpea%1:08:00::'], [], ['number%1:23:00::', 'odd%3:00:00::', 'one%5:00:00:cardinal:00', 'ace%1:23:00::', 'i%1:23:00::', 'one%1:23:00::', 'ane%5:00:00:cardinal:00', 'i%5:00:00:cardinal:00', 'uneven%3:00:04::', 'number%1:10:01::', 'single%1:23:00::', 'unity%1:23:00::', 'numeral%1:10:00::', '1%5:00:00:cardinal:00', '1%1:23:00::'], ['tall%3:00:00::', 'greater%3:00:00::']]
doc2	ce n'est pas simple à faire il faut être patient et habile	[[6906], [], [5465], [6526], [4645], [7041], [6190], [], [15523], [5465], [8109], [11399], []]	[[], [], ['be%2:42:05::'], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], ['simple%3:00:02::', 'easy%3:00:01::'], [], ['fix%2:30:03::', 'prepare%2:30:00::', 'ready%2:30:00::', 'set_up%2:30:02::', 'gear_up%2:30:00::', 'set%2:30:09::'], [], ['obligation%1:04:00::', 'responsibility%1:04:00::', 'duty%1:04:00::'], ['be%2:42:05::'], ['wait%2:42:00::'], [], []]
doc2	tu m'aideras à accrocher la mienne demande bellina je n'y arrive pas	[[2608], [], [4570], [7041], [4606], [7029], [12264], [9847], [2484], [2617], [], [], [21379], [6526]]	[[], [], ['join_forces%2:41:00::', 'aid%2:29:00::', 'aid%2:41:00::', 'get_together%2:41:00::', 'collaborate%2:41:00::', 'cooperate%2:41:00::', 'help%2:29:00::', 'assist%2:41:02::', 'help%2:41:00::'], [], ['grip%2:35:03::', 'hold%2:35:00::', 'grip%2:35:00::', 'take_hold%2:35:00::', 'grapple%2:35:01::'], [], [], ['inquire%2:32:01::', 'enquire%2:32:00::', 'query%2:32:00::', 'ask%2:32:04::', 'question%2:32:00::'], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], [], [], [], ['make_it%2:41:05::', 'pass%2:41:08::'], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::']]
doc2	bien sûr bellina je te montrerai comment faire	[[5583], [], [2484], [2617], [], [6612], [12313], []]	[['affirm%2:32:01::', 'swan%2:32:00::', 'aver%2:32:00::', 'yes%1:10:00::', 'affirmatively%4:02:00::', 'avow%2:32:00::', 'swear%2:32:03::', 'assert%2:32:00::', 'affirm%2:32:00::', 'verify%2:32:03::'], [], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], [], [], ['designate%2:32:03::', 'show%2:32:01::', 'indicate%2:32:03::', 'point%2:32:00::'], [], []]
doc2	avant d'aller jouer dans l'eau il faut prendre une douche	[[13028], [7074], [2432], [23392], [7034], [8476], [2248], [], [15523], [32162], [], []]	[['before%4:02:03::', 'earlier%4:02:00::'], [], ['go%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'locomote%2:38:00::'], ['play%2:41:03::'], [], [], ['water%1:27:00::', 'h2o%1:27:00::', 'water%1:13:00::'], [], ['obligation%1:04:00::', 'responsibility%1:04:00::', 'duty%1:04:00::'], ['shower%2:29:00::'], [], []]
doc2	c'est obligatoire	[[6906], [5465], [15523]]	[[], ['be%2:42:05::'], ['obligation%1:04:00::', 'responsibility%1:04:00::', 'duty%1:04:00::']]
doc2	l'eau est vraiment bonne aujourd'hui dit bellina	[[8476], [2248], [5465], [25708], [5397], [7131], [7131], [5973], [2484]]	[[], ['water%1:27:00::', 'h2o%1:27:00::', 'water%1:13:00::'], ['be%2:42:05::'], ['real%4:02:01::', 'rattling%4:02:00::', 'very%4:02:00::', 'really%4:02:00::'], ['ok%1:10:00::', 'o.k.%1:10:00::', 'okay%1:10:00::', 'well%4:02:00::', 'correct%3:00:04::', 'okeh%1:10:00::', 'hunky-dory%5:00:00:satisfactory:00', 'o.k.%5:00:00:satisfactory:00', 'cool%5:00:00:satisfactory:00', 'fine%5:00:00:satisfactory:00', 'ok%5:00:00:satisfactory:00', 'right%3:00:04::', 'okay%5:00:00:satisfactory:00', 'okey%1:10:00::', 'good%4:02:00::', 'all_right%5:00:00:satisfactory:00'], ['today%4:02:00::'], ['today%4:02:00::'], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::']]
doc2	je resterais en dessous pendant une heure entière	[[2617], [5465], [], [5355], [7081], [8474], [7129], [5455]]	[[], ['be%2:42:05::'], [], ['at_a_lower_place%4:02:00::', 'below%4:02:01::', 'to_a_lower_place%4:02:01::', 'beneath%4:02:00::'], ['while%1:28:00::', 'piece%1:28:00::', 'spell%1:28:01::', 'patch%1:28:00::'], [], ['hour%1:28:00::', '60_minutes%1:28:00::', 'hr%1:28:00::'], ['total%5:00:00:whole:00', 'complete%3:00:00::', 'full%5:00:01:whole:00', 'entire%5:00:01:whole:00']]
doc2	hé tu as vu bellina lui répond abel je prépare une grosse marmite d'eau avec mon bonnet	[[], [2608], [7271], [2474], [2484], [], [9031], [2485], [2617], [2342], [8474], [4656], [3231], [7074], [2248], [7064], [12264], []]	[[], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['consider%2:39:08::', 'observe%2:39:00::', 'look_at%2:39:01::', 'look%2:39:00::', 'view%2:39:00::', 'see%2:39:00::'], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], [], ['reply%2:32:00::', 'answer%2:31:00::', 'respond%2:32:00::', 'answer%2:32:00::'], ['boy%1:18:00::', 'male_child%1:18:00::'], [], ['make%2:36:07::', 'stew%2:30:00::', 'prepare%2:36:01::', 'cook%2:36:00::', 'ready%2:36:00::', 'fix%2:36:00::', 'cook%2:36:01::'], [], ['weighty%5:00:00:fat:01', 'fat%3:00:01::', 'chubby%5:00:00:fat:01', 'obese%5:00:00:fat:01', 'plump%5:00:00:fat:01', 'corpulent%5:00:00:fat:01', 'rotund%5:00:00:fat:01', 'embonpoint%5:00:00:fat:01'], ['saucepan%1:06:00::'], [], ['water%1:27:00::', 'h2o%1:27:00::', 'water%1:13:00::'], [], [], []]
doc2	il est pratique mon bonnet pour récolter de l'eau hein 	[[], [5465], [5397], [12264], [2412], [7194], [6989], [7074], [8476], [2248], []]	[[], ['be%2:42:05::'], ['ok%1:10:00::', 'o.k.%1:10:00::', 'okay%1:10:00::', 'well%4:02:00::', 'correct%3:00:04::', 'okeh%1:10:00::', 'hunky-dory%5:00:00:satisfactory:00', 'o.k.%5:00:00:satisfactory:00', 'cool%5:00:00:satisfactory:00', 'fine%5:00:00:satisfactory:00', 'ok%5:00:00:satisfactory:00', 'right%3:00:04::', 'okay%5:00:00:satisfactory:00', 'okey%1:10:00::', 'good%4:02:00::', 'all_right%5:00:00:satisfactory:00'], [], ['stocking_cap%1:06:00::', 'cap%1:06:03::', 'ski_cap%1:06:00::', 'toboggan_cap%1:06:00::'], [], ['set%2:35:00::', 'lay%2:35:01::', 'put%2:35:05::', 'put%2:35:00::', 'position%2:35:00::', 'pose%2:35:02::', 'place%2:35:00::'], [], [], ['water%1:27:00::', 'h2o%1:27:00::', 'water%1:13:00::'], []]
doc2	aaah abèèèl elle est frooooide	[[], [2485], [7028], [5465], [4652]]	[[], ['boy%1:18:00::', 'male_child%1:18:00::'], [], ['be%2:42:05::'], ['cold%3:00:01::']]
doc2	je déteste passer par ici	[[2617], [6155], [2432], [7074], [5382]]	[[], ['dislike%1:12:00::', 'unpleasant%3:00:00::', 'dislike%2:37:00::', 'displease%2:37:00::'], ['go%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'locomote%2:38:00::'], [], ['knuckleball%1:04:00::', 'here%4:02:01::', 'knuckler%1:04:00::', 'hither%4:02:00::', 'here%4:02:00::']]
doc2	voyons bellina tu n'es pas très courageuse dit abel	[[], [2484], [2608], [], [5465], [6526], [25708], [4655], [5973], [2485]]	[[], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], [], [], ['be%2:42:05::'], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], ['real%4:02:01::', 'rattling%4:02:00::', 'very%4:02:00::', 'really%4:02:00::'], ['hefty%5:00:00:strong:00', 'strong%3:00:00::', 'muscular%5:00:00:strong:00', 'muscular%3:00:04::', 'brawny%5:00:00:strong:00', 'mesomorphic%3:00:00::', 'sinewy%5:00:00:strong:00', 'powerful%5:00:01:strong:00'], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], ['boy%1:18:00::', 'male_child%1:18:00::']]
doc2	ce n'est pas si terrible que ça de mettre les pieds dans le pédiluve	[[6906], [], [5465], [6526], [], [5504], [10276], [6906], [7074], [6989], [7031], [], [7034], [8476], []]	[[], [], ['be%2:42:05::'], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], [], ['bad%3:00:00::'], [], [], [], ['set%2:35:00::', 'lay%2:35:01::', 'put%2:35:05::', 'put%2:35:00::', 'position%2:35:00::', 'pose%2:35:02::', 'place%2:35:00::'], [], [], [], [], []]
doc2	il faut bien se laver les pieds avant d'entrer dans la piscine	[[], [15523], [5397], [], [6507], [7031], [], [13028], [7074], [2742], [7034], [7029], [3142]]	[[], ['obligation%1:04:00::', 'responsibility%1:04:00::', 'duty%1:04:00::'], ['ok%1:10:00::', 'o.k.%1:10:00::', 'okay%1:10:00::', 'well%4:02:00::', 'correct%3:00:04::', 'okeh%1:10:00::', 'hunky-dory%5:00:00:satisfactory:00', 'o.k.%5:00:00:satisfactory:00', 'cool%5:00:00:satisfactory:00', 'fine%5:00:00:satisfactory:00', 'ok%5:00:00:satisfactory:00', 'right%3:00:04::', 'okay%5:00:00:satisfactory:00', 'okey%1:10:00::', 'good%4:02:00::', 'all_right%5:00:00:satisfactory:00'], [], ['wipe_up%2:35:00::', 'scrub_up%2:29:00::', 'mop_up%2:35:00::', 'mop%2:35:01::', 'scrub%2:29:00::'], [], [], ['before%4:02:03::', 'earlier%4:02:00::'], [], ['get_in%2:38:01::', 'come_in%2:38:02::', 'go_in%2:38:00::', 'go_into%2:38:00::', 'enter%2:38:00::', 'get_into%2:38:00::', 'move_into%2:38:00::'], [], [], ['swimming_pool%1:06:00::', 'swimming_bath%1:06:00::', 'natatorium%1:06:00::']]
doc2	c'est normal	[[6906], [5465], [5584]]	[[], ['be%2:42:05::'], ['yes%1:10:00::']]
doc2	moi j'aime vraiment beaucoup passer par ici blague t il	[[], [2617], [6600], [], [5521], [2432], [7074], [5382], [21537], [], [6480]]	[[], [], ['love%2:37:01::'], [], ['very_much%4:02:01::', 'lots%4:02:00::', 'a_good_deal%4:02:00::', 'much%4:02:00::', 'a_lot%4:02:00::', 'a_great_deal%4:02:00::', 'much%4:02:04::'], ['go%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'locomote%2:38:00::'], [], ['knuckleball%1:04:00::', 'here%4:02:01::', 'knuckler%1:04:00::', 'hither%4:02:00::', 'here%4:02:00::'], ['jest%1:10:00::', 'joke%1:10:00::', 'jape%1:10:00::', 'gag%1:10:00::', 'laugh%1:10:01::'], [], []]
doc2	le dernier à l'eau est une poule pas mouillée crie abel	[[8476], [4765], [7041], [8476], [2248], [5465], [8474], [2403], [6526], [4697], [4686], [2485]]	[[], ['last%3:00:00::'], [], [], ['water%1:27:00::', 'h2o%1:27:00::', 'water%1:13:00::'], ['be%2:42:05::'], [], ['hen%1:05:01::', 'biddy%1:05:02::'], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], ['sop%2:30:01::', 'wet%3:00:01::', 'dowse%2:30:00::', 'wet%2:30:00::', 'douse%2:30:00::', 'soak%2:30:01::', 'drench%2:30:00::', 'souse%2:30:01::'], ['cry%2:32:01::', 'scream%2:32:01::', 'yell%2:32:01::', 'call%2:32:09::', 'holler%2:32:05::', 'shout%2:32:01::', 'squall%2:32:00::', 'shout_out%2:32:00::', 'hollo%2:32:00::'], ['boy%1:18:00::', 'male_child%1:18:00::']]
doc2	le passage par le pédiluve a été vite oublié	[[8476], [5976], [7074], [8476], [], [7271], [5465], [5306], [26258]]	[[], ['cut_through%2:38:00::', 'get_across%2:38:00::', 'traverse%2:38:00::', 'pass_over%2:38:01::', 'track%2:38:01::', 'cross%2:38:00::', 'get_over%2:38:00::', 'cover%2:38:00::', 'cut_across%2:38:00::'], [], [], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['be%2:42:05::'], ['apace%4:02:00::', 'chop-chop%4:02:00::', 'fleet%5:00:00:fast:01', 'quick%4:02:00::', 'fast%3:00:01::', 'rapidly%4:02:00::', 'swift%5:00:00:fast:01', 'agile%5:00:00:active:01', 'speedily%4:02:00::', 'quick%5:00:00:active:01', 'quickly%4:02:02::', 'promptly%4:02:02::', 'spry%5:00:00:active:01', 'nimble%5:00:00:active:01', 'quick%5:00:00:fast:01', 'quickly%4:02:00::', 'speedy%5:00:03:fast:01', 'in_short_order%4:02:00::'], ['leave%2:31:02::', 'blank_out%2:31:00::', 'forget%2:31:02::', 'draw_a_blank%2:31:00::', 'block%2:31:00::', 'forget%2:31:00::']]
doc2	abel et bellina courent très vite au bord de la piscine	[[2485], [11399], [2484], [2719], [25708], [5306], [11709], [19526], [7074], [7029], [3142]]	[['boy%1:18:00::', 'male_child%1:18:00::'], [], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], ['run%2:38:05::', 'run%2:38:00::'], ['real%4:02:01::', 'rattling%4:02:00::', 'very%4:02:00::', 'really%4:02:00::'], ['apace%4:02:00::', 'chop-chop%4:02:00::', 'fleet%5:00:00:fast:01', 'quick%4:02:00::', 'fast%3:00:01::', 'rapidly%4:02:00::', 'swift%5:00:00:fast:01', 'agile%5:00:00:active:01', 'speedily%4:02:00::', 'quick%5:00:00:active:01', 'quickly%4:02:02::', 'promptly%4:02:02::', 'spry%5:00:00:active:01', 'nimble%5:00:00:active:01', 'quick%5:00:00:fast:01', 'quickly%4:02:00::', 'speedy%5:00:03:fast:01', 'in_short_order%4:02:00::'], [], ['curb%1:06:00::', 'kerb%1:06:00::', 'curbing%1:06:00::'], [], [], ['swimming_pool%1:06:00::', 'swimming_bath%1:06:00::', 'natatorium%1:06:00::']]
doc2	ils sont très impatients de s'amuser dans l'eau	[[7032], [5465], [25708], [3245], [7074], [], [8992], [7034], [8476], [2248]]	[[], ['be%2:42:05::'], ['real%4:02:01::', 'rattling%4:02:00::', 'very%4:02:00::', 'really%4:02:00::'], ['content%3:00:00::', 'happy%3:00:00::', 'contented%3:00:00::'], [], [], ['enjoy%2:34:00::', 'delight%2:34:00::', 'savour%2:37:00::', 'savor%2:37:00::', 'revel%2:34:00::', 'disport%2:41:00::', 'divert%2:41:00::', 'bask%2:37:13::', 'relish%2:37:00::', 'amuse%2:41:00::', 'enjoy%2:37:00::'], [], [], ['water%1:27:00::', 'h2o%1:27:00::', 'water%1:13:00::']]
doc2	mais un coup de sifflet strident retentit dans toute la piscine	[[11377], [2627], [25944], [7074], [6182], [], [], [7034], [5596], [7029], [3142]]	[[], ['number%1:23:00::', 'odd%3:00:00::', 'one%5:00:00:cardinal:00', 'ace%1:23:00::', 'i%1:23:00::', 'one%1:23:00::', 'ane%5:00:00:cardinal:00', 'i%5:00:00:cardinal:00', 'uneven%3:00:04::', 'number%1:10:01::', 'single%1:23:00::', 'unity%1:23:00::', 'numeral%1:10:00::', '1%5:00:00:cardinal:00', '1%1:23:00::'], ['rocket_firing%1:04:00::', 'rocket_launching%1:04:00::'], [], ['whistle%1:06:02::'], [], [], [], ['completely%4:02:04::', 'entirely%4:02:00::', 'totally%4:02:00::', 'whole%4:02:00::', 'all%4:02:00::', 'right%4:02:07::', 'wholly%4:02:00::', 'altogether%4:02:04::', 'all%5:00:00:complete:00'], [], ['swimming_pool%1:06:00::', 'swimming_bath%1:06:00::', 'natatorium%1:06:00::']]
doc2	abel et bellina tout surpris stoppent immédiatement leur course	[[2485], [11399], [2484], [5596], [2574], [8289], [], [], [11205]]	[['boy%1:18:00::', 'male_child%1:18:00::'], [], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], ['completely%4:02:04::', 'entirely%4:02:00::', 'totally%4:02:00::', 'whole%4:02:00::', 'all%4:02:00::', 'right%4:02:07::', 'wholly%4:02:00::', 'altogether%4:02:04::', 'all%5:00:00:complete:00'], ['surprised%3:00:00::'], ['catch%1:06:02::', 'stay%1:26:00::', 'halt%1:26:00::', 'stop%1:06:00::', 'stoppage%1:26:00::', 'hitch%1:26:00::', 'arrest%1:26:00::', 'stop%1:26:00::', 'check%1:26:00::'], [], [], ['athletic_competition%1:11:00::', 'athletic_contest%1:11:00::', 'race%1:11:01::', 'race%1:11:00::', 'athletics%1:11:00::']]
doc2	on ne peut pas courir dit une voix sévère	[[], [], [11750], [6526], [2719], [5973], [8474], [], [8690]]	[[], [], [], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], ['run%2:38:05::', 'run%2:38:00::'], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], [], [], ['unplayful%3:00:00::', 'serious%3:00:02::', 'sober%3:00:02::']]
doc2	c'est celle du maitre nageur qui veille à la sécurité des baigneurs	[[6906], [5465], [], [11712], [2474], [2889], [9853], [2474], [7041], [7029], [12260], [36781], [2889]]	[[], ['be%2:42:05::'], [], [], ['consider%2:39:08::', 'observe%2:39:00::', 'look_at%2:39:01::', 'look%2:39:00::', 'view%2:39:00::', 'see%2:39:00::'], ['swimmer%1:18:00::', 'natator%1:18:00::', 'swimmer%1:18:01::', 'bather%1:18:00::'], ['unknown%3:00:00::'], ['consider%2:39:08::', 'observe%2:39:00::', 'look_at%2:39:01::', 'look%2:39:00::', 'view%2:39:00::', 'see%2:39:00::'], [], [], ['protection%1:26:00::', 'shelter%1:26:00::', 'security%1:26:00::'], [], ['swimmer%1:18:00::', 'natator%1:18:00::', 'swimmer%1:18:01::', 'bather%1:18:00::']]
doc2	il a raison dit bellina c'est dangereux de courir	[[], [7271], [5584], [5973], [2484], [], [5465], [25315], [7074], [2719]]	[[], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['yes%1:10:00::'], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], [], ['be%2:42:05::'], ['risk%1:26:00::', 'danger%1:15:00::', 'hazard%1:26:00::', 'warning%1:10:00::', 'danger%1:26:00::', 'endangerment%1:26:00::', 'jeopardy%1:26:00::', 'peril%1:26:00::'], [], ['run%2:38:05::', 'run%2:38:00::']]
